Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Year,bWAR,EV,Barrel%,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%
Tom Edens,MIL,4,5,2,35,6,89.0,4.044943906911441,3.3370787232019388,0.8089887813822881,0.2682119205298013,0.6445993,,,,4.449438297602585,,4.325152982044305,,0.0375875234603881,Tom Edens,1003671,113739,1.21212121,0.10335917,0.08527132,0.01808786,0.2542857142857143,1.3707865462310993,115.61293546531736,111.28478933180966,,0.1242853155582803,,2,0,0,,,387,89,52,44,8,33,3,4,1,0,40,-0.5942800268530846,-5.847235918045044,5.252955913543701,-1.8036000952124596,-0.1877619503065943,0.860482692424162,0.7978688295070941,1.1421086072921751,0.7282077074050903,26,0.1523044407367706,-0.8429400945218245,7,10,1990,-0.24,,,,,,,,,,
Greg Booker,SFG,0,0,0,2,0,2.0,4.5,0.0,0.0,0.5833333333333334,0.57142857,,,,13.5,,1.8082990169525148,,0.0374192148447036,Greg Booker,1001179,111208,1.0,0.07692308,0.0,0.07692308,0.5384615384615384,3.5,367.86661937487474,48.27611596286248,,11.691700983047486,,0,0,0,,,13,7,3,3,0,0,0,0,0,1,1,-0.116296000778675,-0.1210880056023597,0.0047920001670718,-3.184999942779541,-0.349232017993927,0.1230856925249099,0.3014666736125946,0.4513999819755554,1.6131999492645264,1,-0.2619189918041229,-0.6829186931700197,0,1,1990,-0.13,,,,,,,,,,
Dwayne Henry,ATL,2,2,0,34,0,38.1,7.982609754825725,5.869565996195386,0.7043479195434463,0.3333333333333333,0.64724919,,,,5.634783356347571,,4.008299176174683,,0.0374062918126583,Dwayne Henry,1005670,115781,1.36,0.19318182,0.14204545,0.05113636,0.271523178807947,1.72173935888398,141.3068677238072,102.73206428588362,,1.6264841801728878,,0,0,0,,,176,41,26,24,3,25,0,0,2,1,34,-1.4779139757156372,-2.6468300819396973,1.1689159870147705,-9.371999740600586,-0.9506117701530457,0.4978735446929931,0.5520122051239014,0.6873941421508789,0.9631400108337402,20,-0.1394604444503784,-2.8289920701875952,2,7,1990,-0.38,,,,,,,,,,
John Leister,BOS,0,0,0,2,1,5.2,4.76470310919174,6.352937478922319,0.0,0.3181818181818182,0.54545455,,,,4.76470310919174,,3.8671219301062343,,0.0367032913491129,John Leister,1007500,117651,0.75,0.10344828,0.13793103,-0.03448276,0.28,1.94117534078182,115.92031514013767,97.59556879120204,,0.8975811790855053,,0,0,0,,,29,7,5,3,0,4,0,0,0,0,3,-0.1631439958146074,-0.4040380120277405,0.2408940013119718,-2.4850999116897583,-0.2552739977836609,0.8157445538428522,0.5624857119151524,0.4350000023841858,1.0989999771118164,1,-0.1862629950046539,-0.0137309798813078,0,0,1990,-0.09,,,,,,,,,,
Kevin Blankenship,CHC,0,2,0,3,2,12.1,3.6486466972397738,4.378376036687728,0.7297293394479547,0.2666666666666666,0.51136364,,,,5.837834715583638,,4.511000808997743,,0.0356601970270276,Kevin Blankenship,1001050,111079,0.83333333,0.0877193,0.10526316,-0.01754386,0.2549019607843137,1.540539716612349,145.77534924690366,115.93829848335722,,1.326833906585895,,1,0,0,,,57,13,10,8,1,6,0,0,1,0,5,-0.196514006704092,-0.9206179827451706,0.7241039499640465,-2.803100109100342,-0.3000174090266227,0.8906219731720667,0.7833230885175558,0.7374666730562845,0.419333344946305,3,-0.1862450093030929,-0.0344030463519698,0,0,1990,-0.13,,,,,,,,,,
Scott Bankhead,SEA,0,2,0,4,4,13.0,6.923076923076923,4.846153846153846,1.3846153846153846,0.3636363636363636,0.40540541,,,,11.076923076923077,,4.885222093875592,,0.0327345468103885,Scott Bankhead,1000510,110531,1.42857143,0.15873016,0.11111111,0.04761905,0.3214285714285714,1.9230769230769231,276.2882066992503,122.41027929978972,,6.191700983047484,,0,0,0,,,63,18,16,16,2,7,0,0,1,0,10,-0.4942960143089294,-1.4510680437088013,0.956771969795227,-5.9653000831604,-0.6542327404022217,1.037394881248474,0.9675428867340088,0.8700000047683716,1.6176000833511353,4,-0.3449301123619079,-0.1315480573723197,0,0,1990,-0.7,,,,,,,,,,
Bill Wegman,MIL,2,2,0,8,5,29.2,6.067414202484026,1.820224260745208,1.820224260745208,0.31,0.63583815,,,,4.853931361987221,,4.695938991058656,,0.0301504135131835,Bill Wegman,1013727,124033,3.33333333,0.15151515,0.04545455,0.10606061,0.2936507936507936,1.449437837260073,126.12316786343078,120.8272919229114,,0.1579923709285644,,2,1,1,,,132,37,21,16,6,6,1,0,0,0,20,-0.4850660860538482,-2.271872103214264,1.7868059873580933,-4.03630006313324,-0.5460571646690369,0.8124971950232093,0.736982007821401,0.8058750033378601,1.0134856871196205,7,-0.5420598983764648,-0.0549465762612625,0,0,1990,-0.26,,,,,,,,,,
Terry Clark,HOU,0,0,0,1,1,4.0,4.5,6.75,0.0,0.45,0.41666667,,,,13.5,,4.058299016952515,,0.0260341763496398,Terry Clark,1002312,112344,0.66666667,0.08,0.12,-0.04,0.4090909090909091,3.0,369.1578024142353,112.709969120597,,9.441700983047486,,0,0,0,,,25,9,7,6,0,3,0,0,0,0,2,-0.4324919879436493,-0.6768400073051453,0.2443480044603347,-6.189000129699707,-0.6014569997787476,1.0181699991226196,0.7475200295448303,0.8700000047683716,0.1744000017642974,1,-0.3321659862995147,-0.0926078612076181,0,0,1990,-0.3,,,,,,,,,,
Steve Ontiveros,PHI,0,0,0,5,0,10.0,5.4,2.7,0.9,0.2424242424242424,0.8490566,,,,2.7,,3.808299016952515,,0.0259304977953434,Steve Ontiveros,1009826,120036,2.0,0.13953488,0.06976744,0.06976744,0.225,1.2,70.51250899020516,99.1468525831786,,-1.1082990169525146,,0,0,0,,,43,9,3,3,1,3,0,0,0,0,6,0.3185679912567138,-0.3461979925632477,0.6647660136222839,1.3730000257492063,0.1195834577083587,0.8216230273246765,0.8132364749908447,0.8557199835777283,1.6473499536514282,4,0.1820649057626724,0.205665209706483,2,1,1990,0.15,,,,,,,,,,
Narciso Elvira,MIL,0,0,0,4,0,5.0,10.8,9.0,0.0,0.4285714285714285,0.72727273,,,,5.4,,3.408299016952515,,0.0231110043823719,Narciso Elvira,1003760,113830,1.2,0.24,0.2,0.04,0.3,2.2,140.31205958044188,87.68874977031776,,1.9917009830474857,,0,0,0,,,25,6,3,3,0,5,0,0,0,0,6,0.0011800001375377,-0.0597359985113143,0.0609159991145134,0.6949999928474426,0.0704952031373977,0.1366154253482818,0.1726284325122833,0.2373999953269958,0.1224000006914138,2,-0.0623201988637447,0.0709575846825823,0,0,1990,0.0,,,,,,,,,,
Mauro Gozzo,CLE,0,0,0,2,0,3.0,6.0,6.0,0.0,0.2222222222222222,1.0,,,,0.0,,3.474965683619182,,0.0201844796538352,Mauro Gozzo,1004906,115000,1.0,0.15384615,0.15384615,0.0,0.1818181818181818,1.3333333333333333,0.0,89.41012056918048,,-3.474965683619182,,0,0,0,,,13,2,0,0,0,2,0,0,0,0,2,0.142094001173973,-0.226405993103981,0.3684999942779541,1.5309998989105225,0.1548722982406616,1.3295384645462036,0.8822667002677917,0.8736000061035156,0.769599974155426,1,0.0494568012654781,0.0574178811623615,1,0,1990,0.17,,,,,,,,,,
Tim Sherrill,STL,0,0,0,8,0,4.1,6.230777229793366,6.230777229793366,0.0,0.5263157894736842,0.61538462,,,,6.230777229793366,,3.500607598040667,,0.017200456932187,Tim Sherrill,1011885,122141,1.0,0.12,0.12,0.0,0.4545454545454545,3.0000038513819915,162.58584936745913,92.24186369606429,,2.7301696317526996,,0,0,0,,,25,10,5,3,0,3,0,0,0,0,3,-0.1547179967164993,-0.2593420147895813,0.1046239957213401,-4.747000217437744,-0.5527428984642029,0.3272286057472229,0.4052799940109253,0.427524983882904,0.2938666641712188,6,-0.4593682587146759,-0.0134449183705073,0,1,1990,-0.22,,,,,,,,,,
Luis Encarnacion,KCR,0,0,0,4,0,10.1,6.967737648417781,3.4838688242088907,0.8709672060522227,0.3611111111111111,0.48192771,,,,7.838704854470004,,3.6792662230047375,,0.0162498112767934,Luis Encarnacion,1003774,113846,2.0,0.16326531,0.08163265,0.08163265,0.3111111111111111,1.741934412104445,200.8005482707924,98.05012851116166,,4.1594386314652665,,0,0,0,,,49,14,10,9,1,4,0,0,1,0,8,0.0120880007743835,-0.108422003686428,0.120509997010231,-3.25600004196167,-0.3461987972259521,0.1353760361671447,0.1353273540735244,0.2423000037670135,0.4715000092983246,2,-0.406408816576004,0.4957008442983909,0,0,1990,-0.26,,,,,,,,,,
Sergio Valdez,- - -,6,6,0,30,13,107.2,5.517028336167178,3.1764708602174663,1.4210527532551822,0.2848837209302325,0.67588326,,,,4.848297628752975,,4.721611874276485,,0.0157856736332178,Sergio Valdez,1013320,123606,1.73684211,0.1416309,0.08154506,0.06008584,0.2693208430913349,1.4210527532551822,121.89795846915167,121.47927336165996,,0.1266857544764894,,6,0,0,,,466,115,66,58,17,38,2,1,4,0,66,-1.0235939975827932,-8.573822051286697,7.550227731466293,-9.878999829292296,-1.076727733016014,0.9284234497371552,0.8667803113577796,0.934160014986992,1.2778869407332465,23,-1.2166492193937302,0.11414152436235,4,2,1990,-0.41,,,,,,,,,,
Mike Munoz,LAD,0,1,0,8,0,5.2,3.176471479211549,4.764707218817324,0.0,0.3157894736842105,0.77777778,,,,3.176471479211549,,3.6906522056223894,,0.0140863182023167,Mike Munoz,1009328,119525,0.66666667,0.08333333,0.125,-0.04166667,0.2857142857142857,1.5882357396057745,85.65242045515336,99.57761994701862,,-0.5141807264108404,,0,0,0,,,24,6,2,2,0,3,0,0,0,0,2,-0.1062280014157295,-0.3200660049915313,0.2138379961252212,1.0749999284744265,0.121574692428112,0.6900916695594788,0.9994249939918518,0.9994249939918518,1.086840033531189,5,0.0980203971266746,-0.2519535716620814,1,1,1990,0.1,,,,,,,,,,
Randy McCament,SFG,0,0,0,3,0,6.0,7.500012516996293,7.500012516996293,0.0,0.4,0.84615385,,,,3.000005006798517,,3.641633741063214,,0.0136976279318332,Randy McCament,1008360,118541,1.0,0.16666667,0.16666667,0.0,0.32,2.166670282687818,81.74827407101249,97.18790127910884,,-0.6416287342646969,,0,0,0,,,30,8,2,2,0,5,0,0,0,0,5,-0.0602740012109279,-0.1893659979104995,0.1290920078754425,-1.315000057220459,-0.1457533091306686,0.2939032018184662,0.2778249979019165,0.4085333347320556,0.2449333369731903,3,-0.1019892022013664,-0.1030919294024911,0,1,1990,0.07,,,,,,,,,,
Andy Hawkins,NYY,5,12,0,28,26,157.2,4.224100423840181,4.6807599291202,1.141648763200049,0.2645914396887159,0.65566038,,,,5.36574918704023,,5.116966515868169,,0.0106759369373321,Andy Hawkins,1005514,115630,0.90243902,0.10693642,0.11849711,-0.01156069,0.2565789473684211,1.5095133646756205,135.93079222276737,128.508400343238,,0.2487826711720604,,9,2,1,,,692,156,101,94,20,82,3,2,2,1,74,-1.3968279398977757,-14.015491500496864,12.618664264678957,-27.191199600696564,-2.9682796262204647,1.0886759896437548,0.997570127248764,0.8396928459405899,1.4491839933395383,25,-2.0774179697036743,0.7943659384424202,0,0,1990,-0.96,,,,,,,,,,
Rick Rodriguez,SFG,0,0,0,3,0,3.1,5.40000514984622,5.40000514984622,0.0,0.4166666666666667,0.57142857,,,,8.10000772476933,,3.40829958915765,,0.0103567149490118,Rick Rodriguez,1011110,121362,1.0,0.125,0.125,0.0,0.3571428571428571,2.100002002717974,220.7201821200937,90.96274784975382,,4.69170813561168,,0,0,0,,,16,5,3,3,0,2,0,0,0,0,2,-0.0236380118876695,-0.051165971904993,0.0275279618799686,-1.74399995803833,-0.1797015964984893,0.1049750000238418,0.1062999963760376,0.0923333317041397,0.036266665905714,3,-0.4407469034194946,0.2155693670317745,0,0,1990,-0.07,,,,,,,,,,
Sherman Corbett,CAL,0,0,0,4,0,5.0,3.6,5.4,0.0,0.3809523809523809,0.54545455,,,,9.0,,3.808299016952515,,0.0092647420242428,Sherman Corbett,1002611,112668,0.66666667,0.07692308,0.11538462,-0.03846154,0.3478260869565217,2.2,234.27106951414308,96.47356189615527,,5.191700983047485,,0,0,0,,,26,8,5,5,0,3,0,0,0,0,2,-0.0482120029628276,-0.0866400003433227,0.0384280011057853,-1.830000042915344,-0.1941335052251815,0.1311691999435424,0.1014666631817817,0.1098999977111816,0.0956000015139579,2,-0.1884036511182785,-0.1791521697876885,0,1,1990,-0.11,,,,,,,,,,
John Davis,SDP,0,1,0,6,0,9.1,6.750002299037082,3.857144170878332,0.9642860427195832,0.2962962962962963,0.51724138,,,,5.785716256317499,,3.986870846943116,,0.0081978943198919,John Davis,1003062,113122,1.75,0.17948718,0.1025641,0.07692308,0.2571428571428571,1.39285761726162,150.9015313764982,102.2455286554942,,1.7988454093743824,,0,0,0,,,39,9,7,6,1,4,0,0,0,0,7,-0.4428260028362274,-0.5900759696960449,0.1472499966621399,-0.5300000905990601,-0.0308577083051204,0.3890332281589508,0.290580004453659,0.4592333137989044,0.1187999993562698,1,-0.162437692284584,-0.9758352643259448,0,1,1990,-0.15,,,,,,,,,,
Dickie Noles,PHI,0,1,0,1,0,0.1,0.0,0.0,0.0,0.6666666666666666,0.5,,,,27.000028163224034,,2.808299016952515,,0.0077961543574929,Dickie Noles,1009620,119825,0.0,0.0,0.0,0.0,0.6666666666666666,6.0000062584942295,705.1258254056027,73.1206975756061,,24.19172914627152,,0,0,0,,,3,2,1,1,0,0,0,0,0,0,0,-0.3864459991455078,-0.4363279938697815,0.0498819984495639,-1.2000000476837158,-0.1451909989118576,2.421250104904175,2.1215999126434326,2.1215999126434326,,0,-0.1329769939184188,-0.0266289874557366,0,1,1990,-0.14,,,,,,,,,,
Danny Heep,BOS,0,0,0,1,0,1.0,0.0,0.0,0.0,0.6666666666666666,0.75,,,,9.0,,2.808299016952515,,0.0075048771686851,Danny Heep,1005576,115691,0.0,0.0,0.0,0.0,0.6666666666666666,4.0,218.96072270454985,70.86657743461306,,6.191700983047485,,0,0,0,,,6,4,1,1,0,0,0,0,0,0,0,9.99999974737e-05,0.0,9.99999974737e-05,-0.4709999859333038,-0.0464496985077858,0.0,0.0,0.0,,0,0.0,,0,0,1990,-0.02,,,,,,,,,,
Doug Dascenzo,CHC,0,0,0,1,0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,,,,0.0,,2.808299016952515,,0.0071565606631338,Doug Dascenzo,1002998,113062,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,72.1884849464243,,-2.808299016952515,,0,0,0,,,3,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5590000152587891,0.0530108995735645,0.0,0.0,0.0,,0,0.0,,0,0,1990,0.04,,,,,,,,,,
Bob Malloy,MON,0,0,0,1,0,2.0,4.5,4.5,0.0,0.1666666666666666,1.0,,,,0.0,,3.308299016952515,,0.0065928515978157,Bob Malloy,1008027,118207,1.0,0.125,0.125,0.0,0.1428571428571428,1.0,0.0,88.79152094202514,,-3.308299016952515,,0,0,0,,,8,1,0,0,0,1,0,0,0,0,1,0.0005999800050631,-0.000440049014287,0.0010400300379842,0.8220000267028809,0.0961403995752334,0.0087500000372529,0.0099999997764825,0.0099999997764825,0.0,1,0.0249994006007909,0.0435697425430623,0,0,1990,0.05,,,,,,,,,,
Rich Thompson,MON,0,0,0,1,0,1.0,0.0,0.0,0.0,0.25,1.0,,,,0.0,,2.808299016952515,,0.0064557185396552,Rich Thompson,1013022,123299,0.0,0.0,0.0,0.0,0.25,1.0,0.0,75.37691160169825,,-2.808299016952515,,0,0,0,,,4,1,0,0,0,0,0,0,0,0,0,0.0010620000539347,-0.000508000026457,0.0015699999639764,0.4740000069141388,0.0503986999392509,0.0188500005751848,0.0199999995529651,0.0199999995529651,,0,0.0188333000987768,0.0375062235897703,0,0,1990,0.04,,,,,,,,,,
Mike Gardiner,SEA,0,2,0,5,3,12.2,4.2631603555350095,3.552633629612508,0.7105267259225017,0.4038461538461538,0.43478261,,,,10.657900888837524,,4.545142124763075,,0.0035570189356803,Mike Gardiner,1004516,114601,1.2,0.09090909,0.07575758,0.01515152,0.3728813559322034,2.1315801777675047,265.83666811679484,113.88698965111568,,6.112758764074449,,0,0,0,,,66,22,17,15,1,5,0,2,0,0,6,-1.0522219873964789,-1.7580099813640118,0.7057879939675331,-9.000300168991089,-1.0144518166780472,0.942493730516576,0.7156545718510946,0.5671200037002564,1.361100047826767,4,-0.6178480088710785,-0.4985753192923472,0,0,1990,-0.83,,,,,,,,,,
Jeff Richardson,CAL,0,0,0,1,0,0.1,0.0,0.0,0.0,0.5,1.0,,,,0.0,,2.808299016952515,,0.0029443770181387,Jeff Richardson,1010912,121158,0.0,0.0,0.0,0.0,0.5,3.0000031292471148,0.0,71.13417597348644,,-2.808299016952515,,0,0,0,,,2,1,0,0,0,0,0,0,0,0,0,-0.0116999996826052,-0.0118800001218914,0.0001800000027287,-2.236999988555908,-0.2330199927091598,0.0920000001788139,0.1739999949932098,0.1739999949932098,,0,-0.0502758994698524,-0.076898009876504,0,0,1990,0.01,,,,,,,,,,
Lance Dickson,CHC,0,3,0,3,3,13.2,2.6341457287519203,2.6341457287519203,1.3170728643759602,0.3529411764705882,0.56603774,,,,7.243900754067781,,5.003420457579115,,0.0022928898688405,Lance Dickson,1003281,113345,1.0,0.06557377,0.06557377,0.0,0.3508771929824561,1.75609715250128,180.88593010611947,128.5907006291728,,2.2404802964886654,,1,0,0,,,61,20,12,11,2,4,1,0,0,1,4,-0.3873319923877716,-1.309041976928711,0.9217100143432616,-2.6442999839782715,-0.2507641017436981,0.8828573226928711,0.8188430666923523,0.8700000047683716,0.7390666604042053,3,-0.3204472064971924,-0.1182782618563355,0,0,1990,-0.31,,,,,,,,,,
Donnie Hill,CAL,0,0,0,1,0,1.0,9.0,9.0,0.0,0.0,1.0,,,,0.0,,3.808299016952515,,0.0015787520678713,Donnie Hill,1005811,115933,1.0,0.25,0.25,0.0,0.0,1.0,0.0,96.47356189615527,,-3.808299016952515,,0,0,0,,,4,0,0,0,0,1,0,0,0,0,1,9.99999974737e-05,-1.20000004244e-05,0.0001120000015362,0.5070000290870667,0.0515244007110595,0.0,0.0,0.0,,0,0.0,,0,0,1990,0.03,,,,,,,,,,
Juan Agosto,HOU,9,8,4,82,0,92.1,4.8736472832629,3.8014448809450623,0.389891782661032,0.2861842105263157,0.69254186,,,,4.288809609271352,,3.7830284736050945,,-9.4054848887e-06,Juan Agosto,1000084,110088,1.28205128,0.12376238,0.09653465,0.02722772,0.2541899441340782,1.4079425484981714,117.2775948393828,105.067236941643,,0.5057811356662576,,0,0,0,,,404,91,46,44,4,39,8,7,1,0,50,-0.4490700960159302,-8.009510040283203,7.560440063476563,-4.137000560760498,-0.2609292268753052,1.2268540859222412,1.3001118898391724,1.364746332168579,1.7594000101089478,53,0.3608686327934265,-0.7269024596102143,18,17,1990,0.12,,,,,,,,,,
Bob Milacki,BAL,5,8,0,27,24,135.1,3.990147933213856,4.05665039876742,1.1970443799641568,0.2747252747252747,0.73266219,,,,4.455665192088806,,5.002880380220136,,-0.0017539989203214,Bob Milacki,1008855,119044,0.98360656,0.1010101,0.1026936,-0.0016835,0.2682926829268293,1.5073892192141234,116.15406463653234,127.64972735692248,,-0.5472151881313296,,13,1,1,,,594,143,73,67,18,61,2,0,2,1,60,-1.558239944279194,-11.241584181785583,9.683344215154648,-8.9410001039505,-1.088698510080576,0.9939912220706112,0.9265367716750844,0.8426592614915636,1.3768539016063397,26,-1.4735034853219986,-0.0941561777414039,0,1,1990,0.29,,,,,,,,,,
Julio Valera,NYM,1,1,0,3,3,13.0,2.769230769230769,4.846153846153846,0.6923076923076923,0.3653846153846153,0.625,,,,6.923076923076923,,4.808299016952515,,-0.0037115372251719,Julio Valera,1013331,123620,0.57142857,0.0625,0.109375,-0.046875,0.3508771929824561,2.076923076923077,188.98295390760052,129.1239764178208,,2.1147779061244085,,1,0,0,,,64,20,11,10,1,7,0,0,0,0,4,-0.2761699855327606,-1.3589539527893066,1.0827840566635132,-5.214200019836426,-0.571223258972168,0.9888858795166016,0.9041067957878112,0.8700000047683716,1.093733310699463,3,-0.397293210029602,0.1180193410693524,0,0,1990,-0.33,,,,,,,,,,
Brad Moore,PHI,0,0,0,3,0,2.2,3.3750008046628963,6.750001609325793,0.0,0.4,0.83333333,,,,3.3750008046628963,,4.308299374580469,,-0.0053320121951401,Brad Moore,1009096,119287,0.5,0.07692308,0.15384615,-0.07692308,0.3636363636363636,2.250000536441931,88.14065725212672,112.1599393946454,,-0.9332985699175724,,0,0,0,,,13,4,1,1,0,2,1,0,1,0,1,0.0078960005193948,-0.0127900000661611,0.0206859987229108,-1.1070001125335691,-0.1267078965902328,0.0851855725049972,0.044933333992958,0.044933333992958,,0,-0.015378899872303,0.1080706584319073,0,0,1990,0.02,,,,,,,,,,
Gary Wayne,MIN,1,1,1,38,0,38.2,6.517240522024152,3.0258616709397845,1.1637929503614557,0.2773109243697479,0.73333333,,,,4.189654621301241,,4.127264360695498,,-0.0070475740358233,Gary Wayne,1013690,123997,2.15384615,0.1686747,0.07831325,0.09036145,0.25,1.3189653437429831,102.4280730653933,105.5779778420833,,0.0623902606057429,,0,0,0,,,166,38,19,18,5,13,0,1,4,0,28,0.4900060296058655,-1.3298799991607666,1.8198859691619873,-1.846999764442444,-0.1263785660266876,0.5974507927894592,0.7635623216629028,0.8781368732452393,1.0650076866149902,26,0.0947137400507927,0.7254475778680587,4,5,1990,0.34,,,,,,,,,,
Scott Medvin,SEA,0,1,0,5,0,4.1,2.0769246005458837,4.153849201091767,0.0,0.3888888888888889,0.6,,,,6.230773801637651,,4.423684817377091,,-0.0084943482652306,Scott Medvin,1008718,118903,0.5,0.04545455,0.09090909,-0.04545455,0.3684210526315789,2.0769246005458837,155.41223027806095,110.84295323373917,,1.8070889842605595,,0,0,0,,,22,7,4,3,0,2,0,1,1,0,1,-0.6533179879188538,-0.6601859927177429,0.006867999676615,-3.565000057220459,-0.3621711730957031,0.4728346765041351,0.333400011062622,0.383760005235672,0.3747999966144562,2,-0.3141300976276397,-1.0675747992067195,0,1,1990,-0.11,,,,,,,,,,
Rick Sutcliffe,CHC,0,2,0,5,5,21.1,2.9531246479601085,5.062499396503044,0.8437498994171739,0.3026315789473684,0.67251462,,,,5.906249295920217,,5.058298748731645,,-0.0096303075551986,Rick Sutcliffe,1012734,122996,0.58333333,0.07216495,0.12371134,-0.05154639,0.2941176470588235,1.734374793246413,147.48371541827242,130.0007625768171,,0.8479505471885718,,1,0,0,,,97,25,14,14,2,12,0,0,4,0,7,-0.242079958319664,-2.0741660594940186,1.832085967063904,-3.4003000259399414,-0.2731963992118835,1.1997075080871582,0.9909560680389404,0.8700000047683716,1.423319935798645,5,-0.4675244987010956,0.2657420169813287,0,0,1990,-0.12,,,,,,,,,,
Junior Noboa,MON,0,0,0,1,0,0.2,0.0,13.500014081612017,0.0,0.0,1.0,,,,0.0,,7.308303710823187,,-0.0136894444003701,Junior Noboa,1009612,119817,0.0,0.0,0.5,-0.5,0.0,1.5000015646235574,0.0,196.1085215975231,,-7.308303710823187,,0,0,0,,,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.4339999854564667,0.0525106005370616,0.0,0.0,0.0,,0,0.0,,0,0,1990,0.02,,,,,,,,,,
Howard Hilton,STL,0,0,0,2,0,3.0,6.0,9.0,0.0,0.2222222222222222,1.0,,,,0.0,,4.474965683619182,,-0.0140796555206179,Howard Hilton,1005837,115958,0.66666667,0.14285714,0.21428571,-0.07142857,0.1818181818181818,1.6666666666666667,0.0,117.90757086904073,,-4.474965683619182,,0,0,0,,,14,2,0,0,0,3,0,0,0,0,2,-0.0105659998953342,-0.1182360053062439,0.1076699942350387,0.7879999876022339,0.0843231007456779,0.586733341217041,0.90625,0.6145000457763672,2.996799945831299,1,0.0298648998141288,-0.047873080282308,0,0,1990,0.13,,,,,,,,,,
